inventory_id,snapshot_date_id,location_id,product_id,qty_on_hand,reorder_point,holding_cost
138,20240101,3,38,36,21,100.45
139,20240101,3,39,262,37,348.01
140,20240101,3,40,169,66,350.88
141,20240101,3,41,432,98,336.18
142,20240101,3,42,266,84,272.32
143,20240101,3,43,86,80,300.49
144,20240101,3,44,80,90,146.87
145,20240101,3,45,4,63,8.4
146,20240101,3,46,379,57,921.54
147,20240101,3,47,333,24,1680.22
148,20240101,3,48,231,89,216.86
149,20240101,3,49,40,78,122.79
150,20240101,3,50,484,55,482.9
151,20240101,4,1,52,60,14.23
152,20240101,4,2,125,96,203.74
153,20240101,4,3,288,91,1570.28
154,20240101,4,4,43,39,48.86
155,20240101,4,5,256,29,116.43
156,20240101,4,6,258,39,171.1
157,20240101,4,7,218,31,392.45
158,20240101,4,8,141,53,197.24
159,20240101,4,9,263,33,1592.78
160,20240101,4,10,24,34,58.94
161,20240101,4,11,329,69,535.34
162,20240101,4,12,464,26,506.92
163,20240101,4,13,399,45,1517.97
164,20240101,4,14,389,89,205.53
165,20240101,4,15,51,27,18.71
166,20240101,4,16,254,51,341.9
167,20240101,4,17,94,57,403.79
168,20240101,4,18,310,39,1234.05
169,20240101,4,19,65,28,48.77
170,20240101,4,20,172,74,284.1
171,20240101,4,21,140,74,453.34
172,20240101,4,22,302,70,143.61
173,20240101,4,23,348,66,1748.58
174,20240101,4,24,295,38,1458.44
175,20240101,4,25,382,39,993.61
176,20240101,4,26,444,75,1618.11
177,20240101,4,27,444,68,631.33
178,20240101,4,28,126,88,84.61
179,20240101,4,29,87,98,361.31
180,20240101,4,30,32,65,85.53
181,20240101,4,31,149,48,575.54
182,20240101,4,32,249,40,288.85
183,20240101,4,33,82,46,65.84
184,20240101,4,34,491,52,1860.8
185,20240101,4,35,186,80,88.08
186,20240101,4,36,369,73,1345.78
187,20240101,4,37,138,77,125.39
188,20240101,4,38,115,92,737.14
189,20240101,4,39,474,61,204.6
190,20240101,4,40,337,83,642.14
191,20240101,4,41,59,53,62.07
192,20240101,4,42,333,77,591.06
193,20240101,4,43,82,73,261.59
194,20240101,4,44,471,78,867.57
195,20240101,4,45,306,99,212.59
196,20240101,4,46,272,73,397.32
197,20240101,4,47,20,22,87.99
198,20240101,4,48,394,37,157.96
199,20240101,4,49,416,99,1418.7
200,20240101,4,50,414,80,1323.83
201,20240101,5,1,297,44,102.75
202,20240101,5,2,231,25,188.77
203,20240101,5,3,403,69,1442.76
204,20240101,5,4,111,91,168.29
205,20240101,5,5,389,82,153.45
206,20240101,5,6,349,65,501.36
207,20240101,5,7,395,70,1479.31
208,20240101,5,8,436,40,671.79
209,20240101,5,9,218,49,469.72
210,20240101,5,10,342,29,442.33
211,20240101,5,11,228,68,442.7
212,20240101,5,12,346,91,309.64
213,20240101,5,13,225,60,787.27
214,20240101,5,14,57,98,24.61
215,20240101,5,15,152,79,65.3
216,20240101,5,16,41,46,155.84
217,20240101,5,17,307,52,1026.15
218,20240101,5,18,348,57,1914.31
219,20240101,5,19,112,82,55.45
220,20240101,5,20,415,92,1940.13
221,20240101,5,21,53,93,87.98
222,20240101,5,22,389,35,123.7
223,20240101,5,23,31,37,132.15
224,20240101,5,24,192,98,1129.75
225,20240101,5,25,254,74,408.48
226,20240101,5,26,88,60,265.85
227,20240101,5,27,173,48,95.26
228,20240101,5,28,406,58,374.35
229,20240101,5,29,408,61,1561.22
230,20240101,5,30,146,44,158.44
231,20240101,5,31,207,27,434.42
232,20240101,5,32,273,80,141.48
233,20240101,5,33,175,73,327.16
234,20240101,5,34,30,97,91.88
235,20240101,5,35,27,44,12.46
236,20240101,5,36,46,29,141.83
237,20240101,5,37,363,96,284.78
238,20240101,5,38,32,98,138.06
239,20240101,5,39,204,37,220.19
240,20240101,5,40,65,47,94.24
241,20240101,5,41,132,79,45.98
242,20240101,5,42,376,88,457.39
243,20240101,5,43,122,51,357.61
244,20240101,5,44,262,55,972.71
245,20240101,5,45,194,25,510.0
246,20240101,5,46,138,48,525.55
247,20240101,5,47,436,50,1729.51
248,20240101,5,48,145,83,64.42
249,20240101,5,49,487,86,1262.21
250,20240101,5,50,26,88,107.03
251,20240101,6,1,138,55,25.33
252,20240101,6,2,247,55,262.08
253,20240101,6,3,402,68,1372.77
254,20240101,6,4,100,91,403.95
255,20240101,6,5,384,97,102.81
256,20240101,6,6,229,40,251.33
257,20240101,6,7,94,71,324.86
258,20240101,6,8,248,69,136.08
259,20240101,6,9,48,75,113.25
260,20240101,6,10,429,20,1992.99
261,20240101,6,11,224,75,807.25
262,20240101,6,12,65,99,48.85
263,20240101,6,13,16,65,63.32
264,20240101,6,14,381,62,336.06
265,20240101,6,15,50,43,29.51
266,20240101,6,16,434,43,600.12
267,20240101,6,17,138,65,228.81
268,20240101,6,18,418,79,1145.85
269,20240101,6,19,354,63,93.31
270,20240101,6,20,454,58,2217.0
271,20240101,6,21,339,96,543.94
272,20240101,6,22,343,83,149.75
273,20240101,6,23,405,20,588.33
274,20240101,6,24,14,23,58.14
275,20240101,6,25,92,71,182.33
276,20240101,6,26,375,94,634.19
277,20240101,6,27,94,44,91.48
278,20240101,6,28,284,70,275.07
279,20240101,6,29,19,67,85.21
280,20240101,6,30,183,55,474.59
281,20240101,6,31,177,34,177.29
282,20240101,6,32,321,36,345.7
283,20240101,6,33,97,82,168.37
284,20240101,6,34,399,73,1078.07
285,20240101,6,35,153,98,274.6
286,20240101,6,36,440,89,1843.6
287,20240101,6,37,174,87,331.87
288,20240101,6,38,383,35,2489.08
289,20240101,6,39,214,99,174.93
290,20240101,6,40,181,31,292.91
291,20240101,6,41,102,100,84.46
292,20240101,6,42,479,38,207.84
293,20240101,6,43,236,75,657.2
294,20240101,6,44,9,95,29.83
295,20240101,6,45,199,51,543.25
296,20240101,6,46,39,76,150.39
297,20240101,6,47,158,39,524.49
298,20240101,6,48,301,49,342.79
299,20240101,6,49,112,71,601.23
300,20240101,6,50,49,56,112.72
301,20240101,7,1,57,91,17.04
302,20240101,7,2,150,34,220.66
303,20240101,7,3,492,28,1454.22
304,20240101,7,4,104,52,166.83
305,20240101,7,5,345,31,129.34
306,20240101,7,6,342,48,269.1
307,20240101,7,7,154,58,422.21
308,20240101,7,8,264,43,364.62
309,20240101,7,9,324,34,1184.59
310,20240101,7,10,93,97,348.61
311,20240101,7,11,340,78,1703.52
312,20240101,7,12,296,87,237.19
313,20240101,7,13,57,75,349.52
314,20240101,7,14,21,70,10.48
315,20240101,7,15,105,61,33.65
316,20240101,7,16,109,73,395.02
317,20240101,7,17,64,58,132.2
318,20240101,7,18,396,64,2570.89
319,20240101,7,19,486,33,354.33
320,20240101,7,20,466,71,2437.25
321,20240101,7,21,350,63,991.61
322,20240101,7,22,410,99,178.16
323,20240101,7,23,35,76,111.6
324,20240101,7,24,388,20,1894.57
325,20240101,7,25,313,83,718.72
326,20240101,7,26,26,71,55.11
327,20240101,7,27,286,32,237.54
328,20240101,7,28,104,39,129.32
329,20240101,7,29,58,67,286.05
330,20240101,7,30,167,61,407.0
331,20240101,7,31,480,63,621.16
332,20240101,7,32,302,77,383.34
333,20240101,7,33,97,23,183.13
334,20240101,7,34,486,27,645.12
335,20240101,7,35,229,83,377.08
336,20240101,7,36,172,42,296.16
337,20240101,7,37,387,97,614.69
338,20240101,7,38,478,26,2713.97
339,20240101,7,39,483,88,557.76
340,20240101,7,40,161,37,137.58
341,20240101,7,41,401,64,207.67
342,20240101,7,42,263,28,380.45
343,20240101,7,43,311,24,994.67
344,20240101,7,44,222,44,435.53
345,20240101,7,45,9,58,10.22
346,20240101,7,46,12,54,32.76
347,20240101,7,47,366,71,1001.42
348,20240101,7,48,16,60,20.45
349,20240101,7,49,472,71,2416.99
350,20240101,7,50,3,88,8.16
351,20240101,8,1,465,56,150.75
352,20240101,8,2,304,63,543.34
353,20240101,8,3,381,35,1761.68
354,20240101,8,4,73,71,201.91
355,20240101,8,5,137,60,40.1
356,20240101,8,6,208,80,401.04
357,20240101,8,7,95,80,148.3
358,20240101,8,8,282,32,269.16
359,20240101,8,9,124,78,576.1
360,20240101,8,10,10,38,48.29
361,20240101,8,11,420,39,1681.56
362,20240101,8,12,34,46,67.08
363,20240101,8,13,290,51,919.48
364,20240101,8,14,406,59,176.06
365,20240101,8,15,166,46,148.7
366,20240101,8,16,90,23,390.64
367,20240101,8,17,322,55,1235.41
368,20240101,8,18,430,65,825.46
369,20240101,8,19,337,65,181.87
370,20240101,8,20,164,59,310.8
371,20240101,8,21,330,64,944.88
372,20240101,8,22,283,22,102.16
373,20240101,8,23,448,33,1324.43
374,20240101,8,24,236,86,1063.86
375,20240101,8,25,359,71,980.18
376,20240101,8,26,237,95,692.16
377,20240101,8,27,326,21,283.0
378,20240101,8,28,125,96,116.93
379,20240101,8,29,498,59,2604.72
380,20240101,8,30,12,43,49.3
381,20240101,8,31,360,98,961.11
382,20240101,8,32,186,26,124.77
383,20240101,8,33,261,20,323.98
384,20240101,8,34,467,99,2189.67
385,20240101,8,35,209,44,200.89
386,20240101,8,36,214,95,550.82
387,20240101,8,37,414,77,284.29
388,20240101,8,38,8,72,24.08
389,20240101,8,39,46,100,62.96
390,20240101,8,40,253,35,441.18
391,20240101,8,41,2,98,0.98
392,20240101,8,42,363,63,339.37
393,20240101,8,43,301,39,592.39
394,20240101,8,44,18,87,27.23
395,20240101,8,45,463,79,1026.95
396,20240101,8,46,342,28,815.71
397,20240101,8,47,321,82,648.99
398,20240101,8,48,30,93,12.07
399,20240101,8,49,348,63,1461.1
400,20240101,8,50,67,62,74.21
401,20240101,9,1,83,43,31.92
402,20240101,9,2,356,29,233.32
403,20240101,9,3,430,31,1223.58
404,20240101,9,4,117,25,525.62
405,20240101,9,5,186,79,48.56
406,20240101,9,6,337,53,624.17
407,20240101,9,7,52,50,121.86
408,20240101,9,8,268,64,163.19
409,20240101,9,9,231,44,453.41
410,20240101,9,10,445,41,1407.61
411,20240101,9,11,464,85,2375.28
412,20240101,9,12,131,79,75.57
413,20240101,9,13,237,30,1470.4
414,20240101,9,14,21,27,9.51
415,20240101,9,15,381,79,194.32
416,20240101,9,16,486,38,1018.87
417,20240101,9,17,446,87,2345.67
418,20240101,9,18,448,34,682.49
419,20240101,9,19,246,83,97.74
420,20240101,9,20,140,90,669.88
421,20240101,9,21,214,25,348.95
422,20240101,9,22,338,39,131.13
423,20240101,9,23,275,26,976.98
424,20240101,9,24,112,91,246.54
425,20240101,9,25,230,26,344.13
426,20240101,9,26,432,91,1294.9
427,20240101,9,27,182,41,71.43
428,20240101,9,28,288,91,450.11
429,20240101,9,29,429,48,2247.29
430,20240101,9,30,363,31,493.52
431,20240101,9,31,204,84,250.39
432,20240101,9,32,270,98,96.62
433,20240101,9,33,48,21,59.43
434,20240101,9,34,175,53,432.81
435,20240101,9,35,437,37,692.81
436,20240101,9,36,247,96,725.64
437,20240101,9,37,337,77,440.61
438,20240101,9,38,250,82,1601.15
439,20240101,9,39,326,43,437.54
440,20240101,9,40,478,46,878.74
441,20240101,9,41,455,62,273.19
442,20240101,9,42,26,27,28.97
443,20240101,9,43,337,89,1050.49
444,20240101,9,44,28,87,151.09
445,20240101,9,45,75,88,192.73
446,20240101,9,46,16,27,23.94
447,20240101,9,47,51,24,264.63
448,20240101,9,48,267,27,233.79
449,20240101,9,49,325,63,1681.48
450,20240101,9,50,120,81,321.01
451,20240101,10,1,22,24,5.01
452,20240101,10,2,29,80,49.01
453,20240101,10,3,13,87,44.19
454,20240101,10,4,219,32,990.34
455,20240101,10,5,477,42,166.62
456,20240101,10,6,90,73,154.52
457,20240101,10,7,279,35,459.34
458,20240101,10,8,328,54,400.87
459,20240101,10,9,254,97,657.15
460,20240101,10,10,351,50,1537.12
461,20240101,10,11,439,49,2038.11
462,20240101,10,12,218,50,200.0
463,20240101,10,13,245,80,1545.05
464,20240101,10,14,211,89,154.55
465,20240101,10,15,77,100,56.35
466,20240101,10,16,164,77,687.98
467,20240101,10,17,57,52,206.78
468,20240101,10,18,431,35,1131.16
469,20240101,10,19,61,36,26.07
470,20240101,10,20,323,73,1339.15
471,20240101,10,21,239,57,843.13
472,20240101,10,22,426,63,172.06
473,20240101,10,23,471,81,1467.17
474,20240101,10,24,248,95,1402.87
475,20240101,10,25,321,71,401.13
476,20240101,10,26,304,55,455.95
477,20240101,10,27,106,74,105.17
478,20240101,10,28,262,33,462.95
479,20240101,10,29,495,76,2472.41
480,20240101,10,30,242,28,286.07
481,20240101,10,31,4,79,13.65
482,20240101,10,32,450,68,141.84
483,20240101,10,33,84,42,182.03
484,20240101,10,34,250,58,1172.63
485,20240101,10,35,362,85,480.04
486,20240101,10,36,243,21,1413.96
487,20240101,10,37,137,80,158.95
488,20240101,10,38,469,48,1016.64
489,20240101,10,39,236,67,328.5
490,20240101,10,40,210,75,295.25
491,20240101,10,41,1,34,0.51
492,20240101,10,42,300,47,552.83
493,20240101,10,43,356,75,1694.34
494,20240101,10,44,394,59,1345.16
495,20240101,10,45,428,60,944.98
496,20240101,10,46,71,54,201.32
497,20240101,10,47,336,80,1343.73
498,20240101,10,48,449,51,194.86
499,20240101,10,49,184,39,475.32
500,20240101,10,50,82,79,229.36
501,20240101,11,1,318,40,59.79
502,20240101,11,2,108,92,139.47
503,20240101,11,3,390,57,1916.58
504,20240101,11,4,327,20,1306.0
505,20240101,11,5,228,72,78.52
506,20240101,11,6,408,39,368.04
507,20240101,11,7,426,28,815.19
508,20240101,11,8,189,37,123.9
509,20240101,11,9,55,21,197.5
510,20240101,11,10,318,48,1508.93
511,20240101,11,11,224,37,1066.83
512,20240101,11,12,334,59,208.31
513,20240101,11,13,426,92,2652.2
514,20240101,11,14,422,32,399.3
515,20240101,11,15,490,66,382.11
516,20240101,11,16,117,93,480.58
517,20240101,11,17,15,42,22.52
518,20240101,11,18,373,33,1196.77
519,20240101,11,19,369,20,81.83
520,20240101,11,20,495,91,3009.25
521,20240101,11,21,453,54,753.12
522,20240101,11,22,359,70,120.54
523,20240101,11,23,313,57,1273.57
524,20240101,11,24,460,87,827.48
525,20240101,11,25,148,24,402.15
526,20240101,11,26,45,71,154.31
527,20240101,11,27,377,65,170.9
528,20240101,11,28,104,27,65.83
529,20240101,11,29,281,79,400.25
530,20240101,11,30,195,80,523.35
531,20240101,11,31,77,81,154.14
532,20240101,11,32,385,29,444.19
533,20240101,11,33,242,69,231.39
534,20240101,11,34,64,31,121.06
535,20240101,11,35,256,89,240.63
536,20240101,11,36,409,65,1389.3
537,20240101,11,37,113,95,103.71
538,20240101,11,38,111,92,496.89
539,20240101,11,39,298,37,165.12
540,20240101,11,40,486,93,944.83
541,20240101,11,41,170,87,151.05
542,20240101,11,42,375,36,653.48
543,20240101,11,43,223,48,748.1
544,20240101,11,44,86,67,255.03
545,20240101,11,45,7,73,15.06
546,20240101,11,46,285,72,771.37
547,20240101,11,47,212,89,1134.63
548,20240101,11,48,277,22,120.7
549,20240101,11,49,202,32,1051.19
550,20240101,11,50,141,67,356.19
551,20240101,12,1,376,84,111.18
552,20240101,12,2,283,100,451.03
553,20240101,12,3,491,89,1086.86
554,20240101,12,4,125,30,279.03
555,20240101,12,5,296,27,80.7
556,20240101,12,6,118,97,57.63
557,20240101,12,7,482,91,1062.37
558,20240101,12,8,170,20,254.02
559,20240101,12,9,370,60,2033.44
560,20240101,12,10,109,30,559.49
561,20240101,12,11,110,86,224.15
562,20240101,12,12,424,90,862.65
563,20240101,12,13,194,51,566.7
564,20240101,12,14,217,69,168.52
565,20240101,12,15,348,21,201.26
566,20240101,12,16,74,51,80.77
567,20240101,12,17,1,25,3.34
568,20240101,12,18,23,65,109.04
569,20240101,12,19,490,63,318.79
570,20240101,12,20,305,69,1137.45
571,20240101,12,21,225,89,264.43
572,20240101,12,22,66,95,10.81
573,20240101,12,23,205,84,798.84
574,20240101,12,24,56,26,360.43
575,20240101,12,25,254,37,668.58
576,20240101,12,26,467,67,2038.28
577,20240101,12,27,267,85,78.06
578,20240101,12,28,125,78,128.24
579,20240101,12,29,3,33,14.29
580,20240101,12,30,68,54,274.41
581,20240101,12,31,379,27,648.26
582,20240101,12,32,298,97,393.3
583,20240101,12,33,403,49,792.63
584,20240101,12,34,442,23,1675.06
585,20240101,12,35,287,31,469.51
586,20240101,12,36,18,59,59.01
587,20240101,12,37,28,44,26.84
588,20240101,12,38,312,84,798.06
589,20240101,12,39,420,99,344.97
590,20240101,12,40,317,22,464.07
591,20240101,12,41,259,29,154.66
592,20240101,12,42,311,72,631.59
593,20240101,12,43,297,67,1175.05
594,20240101,12,44,31,66,57.05
595,20240101,12,45,255,47,252.23
596,20240101,12,46,5,70,12.43
597,20240101,12,47,240,93,1356.23
598,20240101,12,48,26,29,33.58
599,20240101,12,49,134,78,555.2
600,20240101,12,50,318,100,1391.56
601,20240101,13,1,293,47,34.28
602,20240101,13,2,15,66,21.59
603,20240101,13,3,302,23,1021.49
604,20240101,13,4,158,32,469.77
605,20240101,13,5,27,90,9.7
606,20240101,13,6,143,97,254.44
607,20240101,13,7,267,37,758.66
608,20240101,13,8,142,20,130.74
609,20240101,13,9,66,98,361.8
610,20240101,13,10,341,93,1341.91
611,20240101,13,11,4,86,11.35
612,20240101,13,12,84,73,89.8
613,20240101,13,13,51,36,258.09
614,20240101,13,14,359,67,184.57
615,20240101,13,15,44,77,34.64
616,20240101,13,16,36,65,158.89
617,20240101,13,17,314,65,1371.97
618,20240101,13,18,13,55,25.84
619,20240101,13,19,71,61,37.99
620,20240101,13,20,352,65,1795.22
621,20240101,13,21,400,100,1717.55
622,20240101,13,22,200,45,58.72
623,20240101,13,23,98,38,335.08
624,20240101,13,24,353,75,1430.51
625,20240101,13,25,234,82,595.07
626,20240101,13,26,52,95,89.16
627,20240101,13,27,223,21,157.94
628,20240101,13,28,374,62,431.99
629,20240101,13,29,401,70,1143.0
630,20240101,13,30,379,96,784.29
631,20240101,13,31,425,45,795.74
632,20240101,13,32,215,78,187.01
633,20240101,13,33,23,64,35.17
634,20240101,13,34,418,92,901.76
635,20240101,13,35,98,93,135.21
636,20240101,13,36,162,93,346.8
637,20240101,13,37,408,88,194.73
638,20240101,13,38,252,55,480.66
639,20240101,13,39,421,91,257.71
640,20240101,13,40,181,45,360.99
641,20240101,13,41,64,63,29.63
642,20240101,13,42,274,76,388.22
643,20240101,13,43,195,60,871.76
644,20240101,13,44,485,96,2607.65
645,20240101,13,45,476,51,888.39
646,20240101,13,46,314,66,301.1
647,20240101,13,47,104,28,511.51
648,20240101,13,48,472,88,482.23
649,20240101,13,49,180,85,518.63
650,20240101,13,50,129,31,179.55
651,20240101,14,1,232,91,82.84
652,20240101,14,2,313,63,562.27
653,20240101,14,3,76,49,393.72
654,20240101,14,4,305,53,1315.87
655,20240101,14,5,483,86,185.58
656,20240101,14,6,231,74,428.23
657,20240101,14,7,168,22,671.41
658,20240101,14,8,150,45,254.61
659,20240101,14,9,437,88,873.53
660,20240101,14,10,28,26,48.9
661,20240101,14,11,483,70,1009.18
662,20240101,14,12,4,65,7.83
663,20240101,14,13,361,37,2056.21
664,20240101,14,14,162,95,96.61
665,20240101,14,15,413,97,340.45
666,20240101,14,16,128,59,250.36
667,20240101,14,17,499,51,1308.71
668,20240101,14,18,325,70,489.13
669,20240101,14,19,456,47,231.55
670,20240101,14,20,139,60,750.31
671,20240101,14,21,393,48,1625.58
672,20240101,14,22,268,23,90.08
673,20240101,14,23,319,76,485.15
674,20240101,14,24,211,38,545.65
675,20240101,14,25,17,27,39.96
676,20240101,14,26,91,97,291.98
677,20240101,14,27,218,76,290.75
678,20240101,14,28,65,34,36.9
679,20240101,14,29,296,76,1485.16
680,20240101,14,30,462,20,1117.06
681,20240101,14,31,126,65,218.85
682,20240101,14,32,15,76,15.1
683,20240101,14,33,487,92,556.53
684,20240101,14,34,230,40,249.31
685,20240101,14,35,438,58,785.8
686,20240101,14,36,356,25,2021.03
687,20240101,14,37,420,64,441.79
688,20240101,14,38,335,98,908.65
689,20240101,14,39,442,29,548.04
690,20240101,14,40,23,64,37.71
691,20240101,14,41,380,68,197.74
692,20240101,14,42,439,46,467.12
693,20240101,14,43,96,20,194.52
694,20240101,14,44,253,61,1593.15
695,20240101,14,45,154,92,337.58
696,20240101,14,46,283,26,850.53
697,20240101,14,47,148,84,179.35
698,20240101,14,48,451,46,199.74
699,20240101,14,49,79,84,163.97
700,20240101,14,50,498,26,1999.95
701,20240101,15,1,186,73,22.01
702,20240101,15,2,272,51,386.48
703,20240101,15,3,375,47,1973.51
704,20240101,15,4,416,58,1445.61
705,20240101,15,5,33,72,6.41
706,20240101,15,6,276,79,313.34
707,20240101,15,7,306,21,945.44
708,20240101,15,8,492,84,846.42
709,20240101,15,9,102,44,165.15
710,20240101,15,10,153,53,359.45
711,20240101,15,11,14,30,50.35
712,20240101,15,12,273,74,604.6
713,20240101,15,13,362,43,2339.3
714,20240101,15,14,458,42,426.2
715,20240101,15,15,37,85,27.52
716,20240101,15,16,422,20,1435.11
717,20240101,15,17,252,86,388.86
718,20240101,15,18,46,28,89.8
719,20240101,15,19,417,25,263.41
720,20240101,15,20,380,96,1604.95
721,20240101,15,21,186,57,188.91
722,20240101,15,22,222,54,36.65
723,20240101,15,23,356,85,1610.04
724,20240101,15,24,364,95,2325.24
725,20240101,15,25,224,88,398.04
726,20240101,15,26,36,93,44.56
727,20240101,15,27,263,21,145.9
728,20240101,15,28,157,85,199.0
729,20240101,15,29,291,63,1157.02
730,20240101,15,30,356,44,1025.98
731,20240101,15,31,358,65,457.81
732,20240101,15,32,476,55,419.98
733,20240101,15,33,279,80,385.95
734,20240101,15,34,288,53,1383.7
735,20240101,15,35,361,58,655.23
736,20240101,15,36,374,86,856.65
737,20240101,15,37,170,35,321.91
738,20240101,15,38,229,90,391.23
739,20240101,15,39,160,56,202.68
740,20240101,15,40,370,51,968.3
741,20240101,15,41,63,94,23.82
742,20240101,15,42,104,36,160.9
743,20240101,15,43,371,72,1462.76
744,20240101,15,44,57,45,351.81
745,20240101,15,45,340,42,319.38
746,20240101,15,46,246,69,497.09
747,20240101,15,47,328,37,1790.35
748,20240101,15,48,326,48,201.49
749,20240101,15,49,183,92,587.24
750,20240101,15,50,404,56,1165.48
751,20240101,16,1,19,79,2.23
752,20240101,16,2,272,44,438.4
753,20240101,16,3,285,68,1367.08
754,20240101,16,4,152,31,667.49
755,20240101,16,5,6,32,2.5
756,20240101,16,6,414,67,359.88
757,20240101,16,7,192,95,635.44
758,20240101,16,8,173,28,75.32
759,20240101,16,9,479,25,642.23
760,20240101,16,10,482,86,1371.32
761,20240101,16,11,259,70,433.03
762,20240101,16,12,461,49,317.92
763,20240101,16,13,133,44,634.47
764,20240101,16,14,170,30,114.73
